# VOICE_V12 POS tagged-counts snapshot (derived statistics only).
# corpus: hf.co/datasets/JetBrains-Research/commit-chronicle@5fd076e67b812a9f3d1999e5e40f71715f84bb51
#   file: data/test-00000-of-00012-2085aa4b49c438e4.parquet (sha256 b05b4ab34973c358d18475173e301ba0534cb0f23a15f91ba07b3af3fbf0d988)
#   CommitChronicle (ASE 2023): commits from permissively-licensed
#   (Apache/BSD-3/MIT) GitHub repositories. No message text is
#   reproduced here - only per-word aggregate counts.
# tagger: spaCy en_core_web_sm 3.7.1 (MIT)
# derivation: uv run scripts/derive_pos_table.py (top 6000
#   content lemmas, surface count >= 3)
# columns: surface<TAB>lemma<TAB>bucket(noun|verb|other)<TAB>count
acl	acl	other	19
acls	acl	noun	7
acorn	acorn	other	4
acorn	acorn	verb	31
acquire	acquire	noun	3
acquire	acquire	verb	10
acquired	acquire	verb	3
acquiring	acquire	verb	3
acquisition	acquisition	noun	5
across	across	noun	4
across	across	other	68
act	act	verb	5
acting	act	verb	5
action	action	noun	369
action	action	other	28
actions	action	noun	309
activate	activate	noun	4
activate	activate	verb	33
activated	activate	verb	24
activating	activate	verb	11
activation	activation	noun	53
activemq	activemq	noun	3
activities	activity	noun	7
activity	activity	noun	61
actor	actor	noun	11
actuator	actuator	noun	9
ad	ad	noun	11
adapt	adapt	other	20
adapt	adapt	verb	51
adaptation	adaptation	noun	19
adapted	adapt	verb	37
adapter	adapter	noun	23
adapter	adapter	other	11
adapter	adapter	verb	4
adapters	adapter	noun	4
adapting	adapt	verb	5
adaptors	adaptor	noun	3
add	add	noun	97
add	add	other	743
add	add	verb	16829
addbackendproxy	addbackendproxy	noun	3
addded	addde	verb	5
added	add	verb	7146
addidtopatient	addidtopatient	noun	3
adding	add	verb	1592
adding	adding	noun	5
addition	addition	noun	78
additionalitems	additionalitem	noun	8
additionalproperties	additionalpropertie	noun	3
additions	addition	noun	15
addon	addon	other	31
addons	addon	noun	26
address	address	noun	306
address	address	other	24
address	address	verb	81
addressed	address	verb	32
addresses	address	noun	82
addresses	address	verb	6
addressing	address	verb	30
adds	add	verb	504
addtoproject	addtoproject	noun	3
adhere	adhere	verb	8
adjust	adjust	noun	6
adjust	adjust	other	6
adjust	adjust	verb	317
adjusted	adjust	verb	86
adjustements	adjustement	noun	3
adjusting	adjust	verb	40
adjustment	adjustment	noun	52
adjustments	adjustment	noun	109
adjusts	adjust	noun	3
adjusts	adjust	verb	5
admin	admin	noun	40
admin	admin	other	80
admin	admin	verb	11
admins	admin	noun	30
admission	admission	noun	9
admissions	admission	noun	3
admits	admit	noun	3
adopt	adopt	other	4
adopt	adopt	verb	32
adopted	adopt	verb	13
adornment	adornment	other	10
ads	ad	noun	14
advanced	advance	verb	5
advancement	advancement	noun	20
advancements	advancement	noun	8
advancing	advance	verb	3
advantage	advantage	noun	9
advantages	advantage	noun	5
advertise	advertise	verb	4
advertising	advertising	noun	4
advice	advice	noun	11
advisories	advisory	noun	5
advisory	advisory	noun	3
afc	afc	noun	5
affect	affect	verb	22
affected	affect	verb	15
affecting	affect	verb	9
affects	affect	noun	10
affects	affect	verb	10
affine	affine	noun	3
affinity	affinity	noun	11
affinity	affinity	other	3
aftereach	aftereach	noun	3
age	age	noun	110
age	age	other	10
agent	agent	noun	350
agent	agent	other	23
agents	agent	noun	42
aggr	aggr	noun	3
aggr	aggr	other	14
aggregate	aggregate	noun	67
aggregate	aggregate	other	123
aggregate	aggregate	verb	17
aggregated	aggregate	verb	3
aggregates	aggregate	noun	98
aggregation	aggregation	noun	47
aggregations	aggregation	noun	14
aggregator	aggregator	noun	9
agp	agp	noun	13
agp	agp	other	7
agree	agree	verb	5
agreed	agree	verb	9
airavata	airavata	noun	8
airavata	airavata	other	12
airtap	airtap	noun	4
ajv	ajv	noun	3
akka	akka	noun	7
alarm	alarm	noun	14
alarms	alarm	noun	8
alb	alb	other	26
album	album	noun	131
album	album	other	23
album	album	verb	3
albumartist	albumartist	noun	8
albumartist	albumartist	other	3
albums	album	noun	75
alert	alert	noun	51
alert	alert	other	36
alert	alert	verb	5
alerts	alert	noun	16
algo	algo	other	6
algolia	algolia	noun	9
algolia	algolia	other	4
algorithm	algorithm	noun	7
algorithm	algorithm	other	91
algorithms	algorithm	noun	20
alias	alia	noun	131
alias	alias	noun	19
alias	alias	other	40
aliases	alias	noun	97
aliasing	aliase	verb	5
aliasing	aliasing	noun	10
align	align	noun	40
align	align	other	88
align	align	verb	27
aligned	align	verb	47
aligning	align	verb	23
alignment	alignment	noun	211
alignment	alignment	other	11
alignments	alignment	noun	13
aligns	align	verb	5
allocate	allocate	other	7
allocate	allocate	verb	30
allocated	allocate	verb	19
allocating	allocate	verb	19
allocation	allocation	noun	68
allocations	allocation	noun	28
allocator	allocator	noun	24
allof	allof	noun	12
allof	allof	other	4
allow	allow	other	106
allow	allow	verb	1329
allowance	allowance	noun	10
allowed	allow	verb	88
allowing	allow	verb	89
allows	allow	verb	211
alpha	alpha	noun	28
alpha	alpha	other	11
alphabetize	alphabetize	verb	4
alpine	alpine	noun	12
alpine	alpine	other	5
alpine	alpine	verb	5
altair	altair	noun	3
alter	alter	noun	12
alter	alter	other	44
alter	alter	verb	42
altered	alter	verb	7
altering	alter	verb	3
alternate	alternate	other	48
alternative	alternative	noun	17
alternative	alternative	other	33
alternatives	alternative	noun	10
alwayspullimages	alwayspullimage	noun	3
am	am	noun	4
am	am	other	6
am	be	other	11
amalgamation	amalgamation	noun	74
amazon	amazon	noun	30
amazon	amazon	other	55
ambiguity	ambiguity	noun	14
amend	amend	noun	14
amend	amend	other	5
amend	amend	verb	3
amethyst	amethyst	noun	4
ami	ami	other	11
amin	amin	noun	4
amis	ami	noun	3
amos	amos	noun	3
amount	amount	noun	65
amounts	amount	noun	5
amp	amp	noun	5
amp	amp	other	12
amqp	amqp	noun	5
amqp	amqp	other	4
analyse	analyse	other	13
analysis	analysis	noun	71
analysis	analysis	other	3
analytic	analytic	other	29
analytics	analytic	noun	77
analyze	analyze	noun	12
analyze	analyze	other	11
analyze	analyze	verb	11
analyzed	analyze	verb	4
analyzer	analyzer	noun	9
analyzer	analyzer	other	7
analyzers	analyzer	noun	3
ancestor	ancestor	noun	17
ancestors	ancestor	noun	5
anchor	anchor	noun	48
anchor	anchor	other	7
anchors	anchor	noun	14
android	android	noun	38
android	android	other	138
androidx	androidx	noun	4
angle	angle	noun	18
angles	angle	noun	6
animal	animal	noun	3
animate	animate	other	3
animate	animate	verb	4
animated	animate	verb	7
animating	animate	verb	3
animation	animation	noun	82
animation	animation	other	5
animationframe	animationframe	noun	4
animations	animation	noun	25
annotate	annotate	noun	5
annotate	annotate	other	9
annotate	annotate	verb	4
annotated	annotate	verb	13
annotation	annotation	noun	220
annotation	annotation	other	15
annotations	annotation	noun	206
announce	announce	verb	7
announced	announce	verb	3
announcement	announcement	noun	26
announcements	announcement	noun	16
annoying	annoy	verb	3
ansi	ansi	noun	3
ansi	ansi	other	5
ansible	ansible	other	270
ansibles	ansible	noun	9
answer	answer	noun	22
answers	answer	noun	11
anticipation	anticipation	noun	3
antiderivative	antiderivative	noun	3
antrun	antrun	noun	4
anvil	anvil	noun	5
anvil	anvil	other	43
anyof	anyof	noun	4
anyof	anyof	other	4
aop	aop	noun	11
aop	aop	other	3
apache	apache	noun	51
apache	apache	other	124
api	api	noun	1224
api	api	other	417
api	api	verb	31
apimanagement	apimanagement	noun	6
apiparams	apiparam	noun	12
apis	api	noun	155
apis	apis	noun	9
apis	apis	other	6
apiserver	apiserver	noun	6
apiversion	apiversion	noun	5
apiversion	apiversion	other	7
apostrophe	apostrophe	noun	6
apostrophes	apostrophe	noun	3
app	app	noun	469
app	app	other	236
app	app	verb	9
appbar	appbar	noun	6
appbar	appbar	other	18
appear	appear	verb	47
appearance	appearance	noun	14
appearing	appear	verb	26
appears	appear	verb	29
appease	appease	noun	14
appease	appease	verb	8
append	append	noun	46
append	append	other	12
append	append	verb	44
appended	append	verb	17
appender	appender	noun	13
appender	appender	other	17
appender	appender	verb	3
appenders	appender	noun	4
appendices	appendix	noun	6
appending	append	verb	20
appending	appending	noun	3
appends	append	noun	11
appengine	appengine	noun	25
appengine	appengine	other	18
apple	apple	noun	8
apple	apple	other	7
applicaiton	applicaiton	noun	3
application	application	noun	219
application	application	other	36
applications	application	noun	32
applied	apply	verb	83
applier	applier	noun	3
applies	apply	verb	17
apply	apply	noun	11
apply	apply	other	4
apply	apply	verb	265
applyfilter	applyfilter	noun	3
applying	apply	verb	52
appmenu	appmenu	noun	3
appmenu	appmenu	other	5
appname	appname	noun	3
appname	appname	other	4
appointment	appointment	noun	128
appointment	appointment	other	12
appointments	appointment	noun	65
approach	approach	noun	67
approaches	approach	noun	13
approval	approval	noun	29
approvals	approval	noun	28
approve	approve	noun	3
approve	approve	verb	5
approved	approve	verb	14
approximate	approximate	other	9
approximation	approximation	noun	3
apps	app	noun	64
appservice	appservice	noun	26
appservice	appservice	other	14
appserviceplaninfo	appserviceplaninfo	noun	4
appserviceplaninfo	appserviceplaninfo	other	3
appservices	appservice	noun	3
appservices	appservice	verb	3
appveyor	appveyor	noun	39
appveyor	appveyor	other	38
ar	ar	noun	3
arange	arange	noun	5
arbiter	arbiter	noun	3
arch	arch	noun	8
arch	arch	other	32
architecture	architecture	noun	42
architecture	architecture	other	5
architectures	architecture	noun	3
archival	archival	noun	6
archive	archive	noun	8
archive	archive	other	30
archive	archive	verb	3
archived	archive	verb	3
archives	archive	noun	17
are	be	other	1933
area	area	noun	71
area	area	other	3
areas	area	noun	13
arena	arena	noun	4
arena	arena	other	4
arg	arg	noun	110
arg	arg	other	4
argmax	argmax	noun	10
argmax	argmax	other	6
argmin	argmin	noun	12
argmin	argmin	other	4
argpartition	argpartition	noun	4
args	args	noun	84
args	args	other	49
argsort	argsort	noun	11
argument	argument	noun	373
argument	argument	other	8
arguments	argument	noun	216
aria	aria	noun	31
aria	aria	other	20
arithmetic	arithmetic	noun	4
arithmetic	arithmetic	other	35
arm	arm	noun	239
arm	arm	other	6
armor	armor	noun	11
around	around	noun	11
around	around	other	290
arrange	arrange	noun	8
arranged	arrange	verb	3
array	array	noun	529
array	array	other	37
array	array	verb	26
arrays	array	noun	172
arrive	arrive	verb	4
arrives	arrive	verb	3
arriving	arrive	verb	3
arrow	arrow	noun	207
arrow	arrow	other	72
arrow	arrow	verb	5
arrows	arrow	noun	16
art	art	noun	56
art	art	other	31
article	article	noun	459
article	article	other	8
articles	article	noun	78
artifact	artifact	noun	94
artifact	artifact	other	10
artifacts	artifact	noun	85
artifacts	artifact	verb	5
artist	artist	noun	111
artist	artist	other	8
artist	artist	verb	3
artists	artist	noun	33
artwork	artwork	noun	5
asap	asap	noun	3
asap	asap	other	8
asarray	asarray	noun	5
asarray	asarray	other	13
ascending	ascend	verb	7
ascii	ascii	noun	21
ascii	ascii	other	8
asciidoctor	asciidoctor	noun	3
asg	asg	noun	5
asg	asg	other	9
asin	asin	noun	8
asin	asin	other	7
ask	ask	other	3
ask	ask	verb	21
asked	ask	verb	7
asking	ask	verb	10
asks	ask	verb	5
asnumpy	asnumpy	verb	3
asp	asp	noun	3
asp	asp	other	7
aspect	aspect	noun	9
aspects	aspect	noun	4
assembling	assemble	verb	3
assembly	assembly	noun	25
assemblyscript	assemblyscript	noun	4
assemblyscript	assemblyscript	other	4
assert	assert	noun	39
assert	assert	other	41
assert	assert	verb	75
assertequal	assertequal	other	5
assertequals	assertequal	noun	12
asserting	assert	verb	14
assertion	assertion	noun	141
assertion	assertion	other	7
assertions	assertion	noun	86
assertj	assertj	noun	3
assertj	assertj	other	18
asserts	assert	noun	10
asserts	assert	verb	16
assertthrows	assertthrow	noun	4
assessment	assessment	noun	9
assessments	assessment	noun	7
asset	asset	noun	39
assets	asset	noun	61
assign	assign	noun	12
assign	assign	other	5
assign	assign	verb	31
assigned	assign	verb	25
assigning	assign	verb	13
assignment	assignment	noun	82
assignments	assignment	noun	18
assist	assist	verb	3
assisted	assist	verb	13
associate	associate	other	5
associated	associate	verb	39
association	association	noun	3
associations	association	noun	4
assume	assume	verb	33
assumed	assume	verb	9
assumes	assume	verb	5
assuming	assume	verb	12
assumption	assumption	noun	13
assumptions	assumption	noun	6
assured	assure	verb	6
ast	ast	noun	9
ast	ast	other	3
asterisk	asterisk	noun	6
astilectron	astilectron	noun	4
astro	astro	noun	3
astronaut	astronaut	noun	4
astype	astype	noun	7
astype	astype	other	5
async	async	noun	198
async	async	other	32
async	async	verb	6
atlas	atlas	other	16
atm	atm	noun	3
atm	atm	other	3
atol	atol	noun	5
atomic	atomic	noun	4
atomic	atomic	other	34
atomics	atomic	noun	4
attach	attach	noun	18
attach	attach	other	10
attach	attach	verb	16
attached	attach	verb	19
attaching	attach	verb	9
attachment	attachment	noun	10
attachments	attachment	noun	15
attachtobody	attachtobody	noun	6
attack	attack	noun	13
attacks	attack	noun	11
attempt	attempt	noun	106
attempt	attempt	verb	98
attempted	attempt	verb	9
attempting	attempt	verb	37
attempts	attempt	noun	24
attempts	attempt	verb	5
attention	attention	noun	14
attr	attr	noun	19
attr	attr	other	5
attribute	attribute	noun	184
attribute	attribute	other	7
attribute	attribute	verb	6
attributes	attribute	noun	139
attributes	attribute	verb	19
attrs	attrs	noun	6
attrs	attrs	other	4
auction	auction	noun	38
audience	audience	noun	3
audio	audio	noun	35
audio	audio	other	25
audiofilterbank	audiofilterbank	noun	16
audiofilterfir	audiofilterfir	noun	3
audiomixer	audiomixer	noun	3
audiosdwriter	audiosdwriter	noun	3
audiosdwriter	audiosdwriter	other	6
audiosdwriter	audiosdwriter	verb	3
audit	audit	noun	40
audit	audit	other	9
augment	augment	noun	3
auth	auth	noun	130
auth	auth	other	60
auth	auth	verb	3
authenticate	authenticate	verb	3
authentication	authentication	noun	74
authentication	authentication	other	12
authenticationrule	authenticationrule	noun	3
authenticationrule	authenticationrule	other	3
authentications	authentication	noun	3
author	author	noun	83
author	author	other	5
authority	authority	noun	4
authorization	authorization	noun	43
authorization	authorization	other	5
authorized	authorize	verb	8
authorprofile	authorprofile	noun	3
authors	author	noun	41
authz	authz	noun	6
auto	auto	noun	306
auto	auto	other	8
auto	auto	verb	6
autocomplete	autocomplete	noun	3
autocomplete	autocomplete	other	141
autocomplete	autocomplete	verb	9
autoconfiguration	autoconfiguration	noun	4
autoconfigure	autoconfigure	noun	3
autocorrect	autocorrect	noun	3
autodetect	autodetect	noun	3
autofocus	autofocus	noun	5
autofocus	autofocus	other	3
autogenerated	autogenerate	verb	4
autograded	autograde	verb	4
autograding	autograde	verb	4
autohealing	autoheale	verb	4
autoload	autoload	noun	3
automate	automate	other	5
automated	automate	verb	24
automation	automation	noun	47
automation	automation	other	3
automerge	automerge	noun	3
autorun	autorun	noun	5
autoscaler	autoscaler	noun	8
autoscaler	autoscaler	other	8
autoscaling	autoscale	verb	17
autotest	autotest	other	12
autotester	autotester	noun	3
autovacuum	autovacuum	noun	4
autovacuum	autovacuum	other	6
autowiring	autowiring	noun	4
availability	availability	noun	27
avatar	avatar	noun	6
avatar	avatar	other	9
avatars	avatar	noun	7
average	average	noun	3
average	average	other	28
avoid	avoid	noun	3
avoid	avoid	other	6
avoid	avoid	verb	1071
avoided	avoid	verb	10
avoiding	avoid	verb	46
avoids	avoid	verb	30
await	await	noun	12
await	await	other	16
await	await	verb	10
awaitavailability	awaitavailability	noun	6
awaiting	await	verb	10
awaits	await	noun	4
awareness	awareness	noun	8
aws	aw	noun	82
aws	aws	noun	6
aws	aws	other	123
axe	axe	noun	9
axe	axe	other	6
axe	axe	verb	3
axes	axis	noun	43
axios	axio	noun	7
axis	axis	noun	73
axis	axis	other	52
axis	axis	verb	4
axon	axon	noun	3
axon	axon	other	11
azure	azure	noun	98
azure	azure	other	439
azure	azure	verb	5
babel	babel	noun	31
back	back	noun	16
back	back	other	746
backed	back	verb	22
backend	backend	noun	76
backend	backend	other	74
backend	backend	verb	13
backends	backend	noun	17
backfill	backfill	noun	3
background	background	noun	188
background	background	other	3
backgrounds	background	noun	4
backing	back	verb	6
backoff	backoff	noun	20
backport	backport	noun	21
backport	backport	other	13
backpressure	backpressure	noun	4
backpressure	backpressure	other	4
backslash	backslash	noun	12
backslashes	backslashe	noun	7
backspace	backspace	noun	7
backspace	backspace	other	4
backticks	backtick	noun	16
backtrace	backtrace	noun	4
backup	backup	noun	133
backup	backup	other	76
backup	backup	verb	3
backups	backup	noun	41
badge	badge	noun	110
badge	badge	other	13
badge	badge	verb	11
badges	badge	noun	31
bael	bael	noun	31
bael	bael	other	28
baeldung	baeldung	noun	5
baeldung	baeldung	other	7
bag	bag	noun	10
bail	bail	noun	3
bail	bail	verb	10
bailout	bailout	noun	3
bails	bail	noun	9
balance	balance	noun	32
balancer	balancer	noun	39
balancer	balancer	other	13
balancers	balancer	noun	24
balances	balance	noun	6
balancing	balance	verb	11
ban	ban	noun	15
band	band	noun	30
band	band	other	5
banned	ban	verb	6
banner	banner	noun	28
banners	banner	noun	3
banning	ban	verb	7
bar	bar	noun	218
bar	bar	other	27
bar	bar	verb	3
barnard	barnard	noun	3
barrier	barrier	noun	10
barrier	barrier	other	4
bars	bar	noun	20
base	base	noun	242
base	base	other	23
base	base	verb	3
based	base	verb	511
baseline	baseline	noun	117
baseline	baseline	other	19
baselines	baseline	noun	68
basename	basename	noun	3
bases	basis	noun	5
baseurl	baseurl	noun	8
baseurl	baseurl	other	4
bash	bash	noun	31
bash	bash	other	10
bash	bash	verb	3
basic	basic	other	318
basics	basic	noun	19
basis	basis	noun	24
bastion	bastion	noun	8
bat	bat	noun	3
batch	batch	noun	137
batch	batch	other	27
batch	batch	verb	14
batched	batch	verb	25
batches	batch	noun	26
batching	batch	verb	6
battery	battery	noun	6
battle	battle	noun	3
baudrate	baudrate	noun	5
bayesprism	bayesprism	noun	4
bcf	bcf	other	9
bcp	bcp	noun	3
bdedit	bdedit	noun	3
bdsim	bdsim	noun	6
be	be	other	2700
be	be	verb	5
beam	beam	noun	3
bean	bean	noun	37
bean	bean	other	27
beans	bean	noun	16
bearer	bearer	noun	4
became	become	verb	4
become	become	verb	33
becomes	become	verb	27
becoming	become	verb	11
bedrock	bedrock	noun	4
been	be	other	281
beforeactivate	beforeactivate	other	3
beforecommitcelledit	beforecommitcelledit	noun	3
beforeeach	beforeeach	noun	3
began	begin	verb	8
begin	begin	verb	26
beginning	begin	verb	8
beginning	beginning	noun	19
begins	begin	verb	5
begun	begin	verb	3
behave	behave	verb	19
behaves	behave	noun	5
behavior	behavior	noun	285
behaviors	behavior	noun	8
behaviour	behaviour	noun	90
being	be	other	564
being	being	noun	3
believe	believe	verb	8
belong	belong	verb	8
belongs	belong	verb	9
belt	belt	noun	7
bench	bench	noun	23
bench	bench	other	7
benches	bench	noun	3
benchmark	benchmark	noun	194
benchmark	benchmark	other	52
benchmark	benchmark	verb	6
benchmarking	benchmarke	verb	15
benchmarking	benchmarking	noun	6
benchmarks	benchmark	noun	115
benchmarks	benchmark	verb	3
benefit	benefit	noun	5
benefit	benefit	verb	4
bernoulli	bernoulli	noun	4
bernoulli	bernoulli	other	7
bessel	bessel	noun	5
beta	beta	noun	33
beta	beta	other	33
bias	bias	noun	3
bid	bid	noun	5
bids	bid	noun	12
bigint	bigint	noun	9
bigint	bigint	other	6
bin	bin	noun	21
bin	bin	other	30
binaries	binary	noun	58
binary	binary	noun	40
binary	binary	other	137
binaryaccessdsgcit	binaryaccessdsgcit	noun	3
bincode	bincode	noun	4
bind	bind	noun	65
bind	bind	other	18
bind	bind	verb	53
bindcallback	bindcallback	noun	5
binder	binder	noun	38
binder	binder	other	6
binders	binder	noun	5
binding	bind	verb	178
binding	binding	noun	21
binding	binding	other	6
bindings	binding	noun	71
bindnodecallback	bindnodecallback	noun	4
binds	bind	noun	7
binds	bind	verb	7
binlog	binlog	noun	49
bins	bin	noun	5
bintray	bintray	other	3
bio	bio	noun	7
bio	bio	other	6
biographies	biography	noun	6
biography	biography	noun	13
biome	biome	noun	9
biome	biome	other	3
biomes	biome	noun	4
biquad	biquad	noun	5
biquad	biquad	verb	4
birth	birth	noun	26
bit	bit	noun	325
bitfield	bitfield	noun	3
bitmap	bitmap	noun	6
bitmask	bitmask	noun	4
bitmasks	bitmask	noun	3
bitpacking	bitpacke	verb	25
bits	bit	noun	42
bitwise	bitwise	noun	7
black	black	noun	4
black	black	other	37
blackwidow	blackwidow	noun	11
blade	blade	noun	16
blades	blade	noun	3
blas	bla	noun	4
ble	ble	noun	4
ble	ble	other	50
blob	blob	noun	91
blob	blob	other	63
blobgc	blobgc	noun	3
blobgc	blobgc	other	3
blobs	blob	noun	52
block	block	noun	727
block	block	other	22
block	block	verb	51
blocked	block	verb	10
blockgrid	blockgrid	noun	3
blockgrid	blockgrid	other	13
blockgrid	blockgrid	verb	7
blocking	block	verb	60
blocking	blocking	noun	13
blocking	blocking	other	9
blocklist	blocklist	noun	6
blockquote	blockquote	noun	4
blocks	block	noun	267
blockwise	blockwise	noun	3
blog	blog	noun	9
blood	blood	noun	163
bloodpressurereading	bloodpressurereading	noun	4
bloodsugarentrysheet	bloodsugarentrysheet	other	4
bloodsugaritemview	bloodsugaritemview	verb	3
bloodsugarreading	bloodsugarreade	verb	6
blue	blue	noun	5
blue	blue	other	19
blur	blur	noun	17
blur	blur	other	12
blurred	blur	verb	3
bmat	bmat	noun	3
board	board	noun	6
boarding	boarding	noun	3
bodies	body	noun	19
body	body	noun	136
body	body	other	4
boiler	boiler	noun	3
boilerplate	boilerplate	noun	7
bom	bom	noun	6
bom	bom	other	14
bomb	bomb	noun	3
bond	bond	noun	9
bonded	bond	verb	10
bonding	bonding	noun	3
bone	bone	noun	3
bonus	bonus	noun	9
bonuses	bonus	noun	5
book	book	noun	164
book	book	other	11
bookinfo	bookinfo	noun	6
booking	book	verb	3
books	book	noun	125
bool	bool	noun	77
bool	bool	other	20
bool	bool	verb	5
boolean	boolean	noun	4
boolean	boolean	other	133
boolean	boolean	verb	6
booleans	boolean	noun	8
bools	bool	noun	9
boost	boost	noun	12
boost	boost	verb	7
booster	booster	noun	5
boosting	boost	verb	4
boot	boot	noun	278
boot	boot	other	167
boot	boot	verb	8
bootdelegation	bootdelegation	noun	4
boots	boot	noun	11
bootstrap	bootstrap	noun	68
bootstrap	bootstrap	other	8
bootstrap	bootstrap	verb	3
bootstrapper	bootstrapper	noun	3
bootstrapping	bootstrappe	verb	4
border	border	noun	126
border	border	other	8
bordered	border	verb	3
borders	border	noun	20
bork	bork	noun	3
borked	borke	verb	9
borrow	borrow	verb	5
bors	bor	noun	3
boss	boss	noun	4
bot	bot	noun	59
bot	bot	other	18
botai	botai	noun	3
botai	botai	other	4
botched	botch	verb	3
bots	bot	noun	19
bottleneck	bottleneck	noun	4
bottom	bottom	noun	84
bottom	bottom	other	85
bottom	bottom	verb	3
bottomsheet	bottomsheet	noun	6
bottomsheetactivity	bottomsheetactivity	noun	7
bottomsheets	bottomsheet	noun	5
botton	botton	noun	3
bounce	bounce	noun	4
bound	bind	verb	77
bound	bound	other	6
boundaries	boundary	noun	20
boundary	boundary	noun	18
boundary	boundary	other	21
bounded	bound	verb	3
bounds	bound	noun	56
bounds	bound	verb	6
bow	bow	noun	10
bow	bow	verb	4
bower	bower	noun	7
bows	bow	noun	10
box	box	noun	60
box	box	other	23
boxes	box	noun	15
boxing	boxing	noun	3
boxplot	boxplot	noun	9
bp	bp	noun	68
bp	bp	other	172
bpeditableduration	bpeditableduration	noun	3
bps	bp	noun	44
bps	bps	noun	5
bps	bps	other	3
bpvalidator	bpvalidator	noun	5
brace	brace	noun	7
braces	brace	noun	17
bracket	bracket	noun	25
brackets	bracket	noun	27
brain	brain	noun	4
branch	branch	noun	290
branch	branch	other	6
branches	branch	noun	43
branching	branch	verb	6
brand	brand	noun	15
branding	branding	noun	11
breadcrumb	breadcrumb	noun	38
breadcrumb	breadcrumb	other	11
breadcrumbs	breadcrumb	noun	18
break	break	noun	41
break	break	other	3
break	break	verb	88
breakage	breakage	noun	12
breakages	breakage	noun	4
breakdown	breakdown	noun	5
breaking	break	verb	134
breaking	breaking	noun	82
breaking	breaking	other	22
breakpoint	breakpoint	noun	24
breakpoint	breakpoint	other	5
breakpoints	breakpoint	noun	17
breaks	break	noun	15
breaks	break	verb	37
bridge	bridge	noun	21
bridge	bridge	other	4
bridges	bridge	noun	3
bring	bring	verb	57
bringing	bring	verb	15
brings	bring	verb	12
broadcast	broadcast	noun	22
broadcast	broadcast	verb	15
broadcasting	broadcast	verb	4
broadcasting	broadcasting	noun	3
broke	break	verb	32
broken	break	verb	253
brought	bring	verb	12
browse	browse	noun	129
browse	browse	other	12
browse	browse	verb	18
browseonlineartist	browseonlineartist	noun	3
browser	browser	noun	104
browser	browser	other	9
browsers	browser	noun	41
browserslist	browserslist	noun	4
browserstack	browserstack	noun	9
browserstack	browserstack	other	14
browsing	browse	verb	42
browsing	browsing	noun	7
brush	brush	noun	11
brush	brush	other	3
brushing	brush	verb	4
brushing	brushing	noun	7
bs	bs	noun	12
bs	bs	other	7
